,Property_name,monthly_rent(RM),location,property_type,rooms,parking,bathroom,size(sq.ft),furnish_info,facilities,region
7040,Anyaman Residence,1 350,chai Lama,Condominium,3,1,2,935 ,Partially Furnished,"Jogging Track, Playground, Multipurpose hall, Security, Gymnasium, Swimming Pool, Barbeque area, Parking, Lift",Kuala Lumpur
7042,Anyaman Residence,1 400,chai Lama,Condominium,3,1,2,935 ,Partially Furnished,"Jogging Track, Playground, Multipurpose hall, Security, Gymnasium, Swimming Pool, Barbeque area, Parking, Minimart, Lift",Kuala Lumpur
7043,The Signature (Sri Hartamas),1 800,i Hartamas,Service Residence,1,1,1,411 ,Fully Furnished,"Security, Swimming Pool, Gymnasium, Club house, Parking, Multipurpose hall",Kuala Lumpur
7044,The Robertson,2 300,Bukit Bintang,Condominium,1,1,1,586 ,Partially Furnished,"Multipurpose hall, Playground, Security, Jogging Track, Barbeque area, Swimming Pool, Gymnasium, Sauna, Parking, Lift, Minimart",Kuala Lumpur
7045,Central Residence @ Sg Besi,1 150,ungai Besi,Apartment,2,2,2,565 ,Partially Furnished,"Sauna, Playground, Barbeque area, Swimming Pool, Multipurpose hall, Security, Gymnasium",Kuala Lumpur
7046,Sentul Point Suite Apartment,1 550,tul,Service Residence,3,1,2,900 ,Partially Furnished,"Swimming Pool, Parking, Gymnasium, Minimart, Security, Playground, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court",Kuala Lumpur
7047,Sofiya Residences,2 200,Desa ParkCity,Condominium,3,1,2,862 ,Fully Furnished,"Security, Playground",Kuala Lumpur
7048,Arcoris,3 300,Mont Kiara,Service Residence,2,1,1,688 ,Fully Furnished,"Lift, Sauna, Security, Playground, Parking, Swimming Pool, Barbeque area, Gymnasium, Jogging Track",Kuala Lumpur
7051,The Vyne,1 500,ungai Besi,Condominium,2,1,2,855 ,Partially Furnished,"Parking, Playground, Multipurpose hall, Security, Minimart, Gymnasium, Barbeque area, Club house, Sauna, Squash Court, Jogging Track, Lift, Swimming Pool",Kuala Lumpur
7052,M Centura,2 300,tul,Service Residence,3,1,2,850 ,Partially Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Club house",Kuala Lumpur
7054,Desa Satu,850,pong,Apartment,3,1,2,655 ,Not Furnished,"Parking, Security, Lift",Kuala Lumpur
7055,Impiana Sky Residensi,1 548,Bukit Jalil,Apartment,3,1,2,850 ,Partially Furnished,"Gymnasium, Multipurpose hall, Security, Parking, Playground, Lift, Swimming Pool, Minimart",Kuala Lumpur
7056,Platinum Teratai Residence,1 450,tapak,Condominium,3,1,2,850 ,Partially Furnished,"Multipurpose hall, Security, Playground, Swimming Pool, Gymnasium",Kuala Lumpur
7057,The Scott Garden,1 600,Old Klang Road,Duplex,1,1,2,775 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Kuala Lumpur
7059,Lakeville Residence,2 200,Jalan Ipoh,Condominium,4,2,2,1234 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Jogging Track",Kuala Lumpur
7060,Pangsapuri Cemara (Cheras),1 200,Cheras,Apartment,3,1,2,750 ,Partially Furnished,"Parking, Security, Minimart, Lift",Kuala Lumpur
7062,Sentul Point Suite Apartment,1 200,tul,Apartment,2,1,2,743 ,Not Furnished,"Parking, Minimart, Playground, Swimming Pool, Squash Court, Security, Gymnasium, Lift, Jogging Track, Tennis Court",Kuala Lumpur
7064,Seri Riana Residence,4 000,Wangsa Maju,Condominium,3,2,2,1382 ,Fully Furnished,"Barbeque area, Parking, Tennis Court, Sauna, Gymnasium, Club house, Squash Court, Jogging Track, Security, Playground, Swimming Pool, Lift, Multipurpose hall",Kuala Lumpur
7065,Apartment Sentul,1 700,tul,Apartment,2,1,2,743 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track",Kuala Lumpur
7066,Sentul Utama Condominium,1 500,tul,Condominium,3,1,2,877 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
7067,Apartment Sentul,1 400,tul,Apartment,2,1,2,743 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",Kuala Lumpur
7068,V Residence 3 @ Sunway Velocity,2 200,Cheras,Service Residence,3,1,2,950 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium",Kuala Lumpur
7069,The Forum,2 500,City,Condominium,3,1,2,1180 ,Fully Furnished,"Squash Court, Barbeque area, Security, Minimart, Swimming Pool, Tennis Court, Playground, Sauna, Parking, Gymnasium",Kuala Lumpur
7070,The Forum,2 500,City,Condominium,3,1,2,1180 ,Fully Furnished,"Squash Court, Barbeque area, Security, Minimart, Swimming Pool, Tennis Court, Playground, Sauna, Parking, Gymnasium, Lift",Kuala Lumpur
7071,Menara Alpha,1 400,Wangsa Maju,Condominium,3,1,2,1163 ,Partially Furnished,"Gymnasium, Minimart, Playground, Security, Swimming Pool, Parking, Lift, Multipurpose hall, Tennis Court",Kuala Lumpur
7072,Cengal Condominium,1 500,Cheras,Condominium,3,1,2,842 ,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Lift, Barbeque area",Kuala Lumpur
7073,Ixora Apartments,1 700,Pudu,Apartment,3,1,2,1000 ,Fully Furnished,"Parking, Barbeque area, Playground, Swimming Pool, Security, Lift",Kuala Lumpur
7074,Westcourt Apartment,800,Old Klang Road,Apartment,3,1,2,1000 ,Partially Furnished,"Parking, Minimart, Jogging Track",Kuala Lumpur
7076,Trinity Lemanja,1 500,pong,Condominium,3,1,2,960 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall",Kuala Lumpur
7077,Vista Saujana,1 200,pong,Apartment,3,1,2,1000 ,Partially Furnished,"Security, Playground, Parking, Swimming Pool, Lift, Barbeque area",Kuala Lumpur
7078,Bukit Pandan Kondominium 1,1 500,Cheras,Condominium,3,1,2,1100 ,Fully Furnished,"Squash Court, Parking, Swimming Pool, Security, Lift, Playground, Barbeque area, Minimart, Multipurpose hall",Kuala Lumpur
7079,Seasons Garden Residences @ Wangsa Maju,1 350,Wangsa Maju,Condominium,3,1,2,770 ,Partially Furnished,"Playground, Minimart, Security, Swimming Pool, Gymnasium, Parking, Lift, Sauna, Barbeque area, Multipurpose hall, Jogging Track, Tennis Court",Kuala Lumpur
7082,Sky Meridien,3 120,tul,Service Residence,4,2,2,1200 ,Fully Furnished,"Swimming Pool, Playground, Security, Parking, Lift, Gymnasium, Club house, Multipurpose hall, Sauna, Barbeque area",Kuala Lumpur
7083,M Centura,1 850,tul,Service Residence,3,1,2,850 ,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Multipurpose hall, Squash Court, Minimart, Barbeque area, Tennis Court, Jogging Track, Sauna, Gymnasium, Club house",Kuala Lumpur
7084,Lakeville Residence,2 200,Jalan Ipoh,Condominium,4,2,2,1350 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Jogging Track, Sauna, Gymnasium, Club house",Kuala Lumpur
7086,Mizumi Residences,1 500,pong,Service Residence,3,1,2,932 ,Not Furnished,"Squash Court, Club house, Security, Playground, Tennis Court, Jogging Track, Lift, Minimart, Gymnasium, Parking, Swimming Pool, Sauna, Multipurpose hall",Kuala Lumpur
7087,The Era,2 200,mbut,Condominium,2,1,2,1020 ,Partially Furnished,"Playground, Security, Parking, Swimming Pool, Gymnasium, Sauna, Lift, Multipurpose hall, Barbeque area, Minimart, Club house, Jogging Track",Kuala Lumpur
7088,Platinum Splendor Residensi Semarak,1 500,mat,Condominium,3,1,2,882 ,Partially Furnished,"Minimart, Playground, Lift, Security, Parking",Kuala Lumpur
7089,Seri Riana Residence,4 000,Wangsa Maju,Condominium,3,2,2,1382 ,Fully Furnished,"Barbeque area, Club house, Security, Tennis Court, Squash Court, Parking, Swimming Pool, Gymnasium, Playground, Jogging Track, Sauna, Lift, Multipurpose hall",Kuala Lumpur
7090,TWY Duplex Condos @ Mont Kiara,2 500,Mont Kiara,Condominium,2,1,1,821 ,Fully Furnished,"Security, Lift, Swimming Pool, Playground, Gymnasium",Kuala Lumpur
7091,M Vertica,2 300,Cheras,Condominium,3,2,2,850 ,Fully Furnished,"Parking, Gymnasium, Swimming Pool, Playground, Multipurpose hall, Minimart, Security, Lift, Barbeque area, Jogging Track",Kuala Lumpur
7094,Desa Pandan Apartment,999,Desa Pandan,Apartment,3,1,2,700 ,Partially Furnished,"Parking, Playground, Minimart, Multipurpose hall, Jogging Track",Kuala Lumpur
7095,Sky Meridien,2 600,tul,Service Residence,2,2,2,794 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Gymnasium, Jogging Track",Kuala Lumpur
7096,i-Zen @ Kiara 2,4 800,Mont Kiara,Service Residence,4,2,3,1557 ,Fully Furnished,"Playground, Barbeque area, Sauna, Parking, Swimming Pool, Gymnasium, Security, Lift, Multipurpose hall, Minimart",Kuala Lumpur
7097,Platinum Lake PV10,1 650,tapak,Condominium,4,1,2,1275 ,Partially Furnished,"Playground, Tennis Court, Jogging Track, Parking, Swimming Pool, Security, Minimart, Gymnasium, Lift, Barbeque area, Multipurpose hall",Kuala Lumpur
7098,i-Zen @ Kiara 2,4 800,Mont Kiara,Service Residence,4,2,3,1552 ,Fully Furnished,"Playground, Barbeque area, Sauna, Parking, Swimming Pool, Gymnasium, Security, Lift",Kuala Lumpur
7099,Saville,1 600,Taman Melawati,Service Residence,3,2,2,980 ,Partially Furnished,"Security, Parking, Gymnasium, Swimming Pool, Multipurpose hall, Lift, Sauna, Barbeque area",Kuala Lumpur
7100,Pangsapuri Melur (Sentul),1 500,tul,Apartment,3,1,2,1100 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Barbeque area, Jogging Track",Kuala Lumpur
7101,Royal Domain Sri Putramas 2,1 800,Jalan Kuching,Condominium,3,1,2,1320 ,Fully Furnished,"Tennis Court, Sauna, Swimming Pool, Jogging Track, Minimart, Playground, Gymnasium, Barbeque area, Security, Parking, Lift",Kuala Lumpur
7102,Villa Wangsamas,1 700,Wangsa Maju,Condominium,4,1,2,1267 ,Partially Furnished,"Jogging Track, Playground, Squash Court, Gymnasium, Security, Minimart, Swimming Pool, Parking",Kuala Lumpur
7103,EkoCheras Service Apartment,2 600,Cheras,Service Residence,2,2,2,1121 ,Fully Furnished,"Minimart, Gymnasium, Lift, Sauna, Parking, Security, Playground, Tennis Court, Swimming Pool, Barbeque area",Kuala Lumpur
7107,Corinthian Condominium,3 300,CC,Condominium,3,1,2,1500 ,Fully Furnished,"Playground, Parking, Minimart, Swimming Pool, Gymnasium, Jogging Track, Security, Lift, Sauna",Kuala Lumpur
7110,Residensi Kerinchi,2 500,Bangsar South,Condominium,4,1,2,900 ,Fully Furnished,"Multipurpose hall, Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
7113,Casa Mutiara,2 300,Bukit Bintang,Service Residence,2,1,1,750 ,Fully Furnished,"Parking, Swimming Pool, Barbeque area, Sauna, Playground, Gymnasium, Security",Kuala Lumpur
7115,Majestic Maxim,1 399,Cheras,Service Residence,2,1,2,650 ,Partially Furnished,"Barbeque area, Playground, Jogging Track, Lift, Parking, Security, Swimming Pool, Gymnasium, Minimart",Kuala Lumpur
7116,KL Eco City Vogue Suites 1,3 200,Mid Valley City,Service Residence,2,1,1,800 ,Fully Furnished,"Parking, Playground, Swimming Pool, Sauna, Security, Lift, Gymnasium, Barbeque area, Multipurpose hall",Kuala Lumpur
7118,Fortune Avenue,1 350,pong,Condominium,3,1,2,1135 ,Not Furnished,"Minimart, Playground, Parking, Security, Swimming Pool, Gymnasium",Kuala Lumpur
7119,Seri Puteri Condominium,2 000,Cheras,Condominium,3,2,3,1010 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7120,Mentari Condominium,1 800,Cheras,Condominium,3,1,2,1025 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7121,Suasana Lumayan,1 600,Cheras,Condominium,4,1,2,1142 ,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift",Kuala Lumpur
7123,The Ooak (Kiara 163),2 800,Mont Kiara,Service Residence,1,1,1,600 ,Fully Furnished,"Gymnasium, Lift, Barbeque area, Parking, Security, Swimming Pool, Jogging Track, Minimart, Playground",Kuala Lumpur
7124,EkoCheras Service Apartment,2 600,Cheras,Service Residence,2,2,2,1121 ,Fully Furnished,"Parking, Swimming Pool, Lift, Gymnasium, Minimart, Security, Playground, Barbeque area, Sauna",Kuala Lumpur
7125,Zen Suites @ Zetapark,1 600,tapak,Service Residence,1,2,1,540 ,Partially Furnished,"Playground, Gymnasium, Swimming Pool, Jogging Track, Sauna, Parking",Kuala Lumpur
7126,Anyaman Residence,1 900,chai Lama,Condominium,3,1,2,935 ,Fully Furnished,"Security, Barbeque area, Swimming Pool, Gymnasium, Jogging Track, Playground, Multipurpose hall, Parking, Lift, Minimart",Kuala Lumpur
7132,Menara Megah,1 250,Jalan Ipoh,Condominium,3,1,2,1100 ,Partially Furnished,"Playground, Security, Gymnasium, Parking, Swimming Pool, Lift",Kuala Lumpur
7133,Arena Green,1 200,Bukit Jalil,Condominium,3,1,2,900 ,Fully Furnished,"Security, Playground, Parking, Lift, Swimming Pool",Kuala Lumpur
7135,TTDI Ascencia,3 300,Taman Tun Dr Ismail,Condominium,1,1,1,840 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Club house, Jogging Track, Squash Court, Multipurpose hall",Kuala Lumpur
7136,M Vertica,3 000,Cheras,Condominium,4,2,2,1000 ,Partially Furnished,"Tennis Court, Jogging Track, Barbeque area, Multipurpose hall, Parking, Security, Playground, Lift, Swimming Pool",Kuala Lumpur
7137,PV9 Residences @ Taman Melati,2 000,tapak,Service Residence,3,2,2,1000 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7138,Jalil Damai,1 500,Bukit Jalil,Apartment,3,1,2,1100 ,Partially Furnished,"Gymnasium, Playground, Swimming Pool, Parking, Minimart, Squash Court, Security, Lift",Kuala Lumpur
7141,Sentul Village Mercury Service Apartment,1 350,tul,Service Residence,3,1,2,948 ,Partially Furnished,"Security, Playground, Club house, Parking, Minimart, Gymnasium, Multipurpose hall, Squash Court, Jogging Track, Lift",Kuala Lumpur
7143,Sinaran Wangsa Maju,2 199,tapak,Service Residence,3,2,2,880 ,Fully Furnished,"Playground, Lift, Multipurpose hall, Security, Gymnasium, Swimming Pool",Kuala Lumpur
7144,Seasons Garden Residences @ Wangsa Maju,1 799,Wangsa Maju,Apartment,3,1,2,770 ,Fully Furnished,"Parking, Security, Playground, Gymnasium, Minimart, Swimming Pool",Kuala Lumpur
7145,The Hamstead,1 350,Cheras,Condominium,3,2,2,947 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall",Kuala Lumpur
7146,Residensi Pandanmas 2,1 600,Desa Pandan,Apartment,3,1,2,900 ,Fully Furnished,"Minimart, Parking, Security, Playground, Gymnasium, Swimming Pool, Jogging Track",Kuala Lumpur
7147,"SkyAwani 3 Residence, Setapak",1 200,tapak,Condominium,3,1,2,800 ,Partially Furnished,"Tennis Court, Parking, Minimart, Swimming Pool, Gymnasium, Security, Jogging Track, Lift, Squash Court, Barbeque area, Sauna, Playground",Kuala Lumpur
7149,Platinum OUG Residence,1 300,chai Lama,Condominium,3,1,2,850 ,Not Furnished,"Playground, Gymnasium, Lift, Security, Parking",Kuala Lumpur
7150,Heritage Condominiun,1 300,tapak,Condominium,3,1,2,1177 ,Fully Furnished,"Barbeque area, Security, Sauna, Parking, Playground, Gymnasium, Squash Court, Minimart, Swimming Pool, Tennis Court, Lift, Club house",Kuala Lumpur
7152,PV9 Residences @ Taman Melati,1 800,tapak,Condominium,3,2,2,1000 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7157,Regalia Residence,2 600,Jalan Sultan Ismail,Service Residence,2,1,1,1500 ,Fully Furnished,"Swimming Pool, Gymnasium, Squash Court, Parking, Playground",Kuala Lumpur
7158,Desa Tun Razak,1 000,Cheras,Apartment,2,1,1,657 ,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7159,Setia SKY Residences,5 000,CC,Condominium,3,2,3,1701 ,Fully Furnished,"Parking, Club house, Security, Minimart, Gymnasium, Playground, Swimming Pool, Barbeque area",Kuala Lumpur
7161,Sentul Point Suite Apartment,1 250,tul,Apartment,2,1,2,743 ,Not Furnished,"Parking, Minimart, Playground, Swimming Pool, Squash Court, Security, Gymnasium, Lift, Jogging Track, Tennis Court",Kuala Lumpur
7162,Platinum OUG Residence,1 350,chai Lama,Condominium,3,1,2,1200 ,Not Furnished,"Lift, Security, Playground, Parking",Kuala Lumpur
7163,Bayu Tasik 2,1 500,Cheras,Condominium,3,1,2,960 ,Fully Furnished,"Security, Gymnasium, Parking, Playground, Swimming Pool, Lift, Barbeque area",Kuala Lumpur
7164,One Maxim,1 300,tul,Service Residence,2,1,2,700 ,Partially Furnished,"Swimming Pool, Barbeque area, Security, Playground, Gymnasium, Sauna, Parking, Jogging Track, Multipurpose hall",Kuala Lumpur
7167,M City,1 500,City,Service Residence,1,1,1,533 ,Partially Furnished,"Jogging Track, Lift, Sauna, Parking, Security, Swimming Pool, Squash Court, Barbeque area, Minimart, Playground, Gymnasium, Club house, Tennis Court, Multipurpose hall",Kuala Lumpur
7169,Maxim Residences,1 300,Cheras,Service Residence,2,1,2,680 ,Partially Furnished,"Security, Swimming Pool, Gymnasium, Parking, Playground, Minimart, Multipurpose hall, Squash Court, Tennis Court, Barbeque area, Sauna, Jogging Track, Lift",Kuala Lumpur
7171,Unio Residence,2 500,pong,Apartment,2,1,2,866 ,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Lift, Multipurpose hall, Minimart, Playground, Barbeque area",Kuala Lumpur
7172,Maxim Citilights,1 650,tul,Service Residence,3,1,2,1246 ,Not Furnished,"Multipurpose hall, Security, Swimming Pool, Minimart, Playground, Jogging Track, Parking",Kuala Lumpur
7173,Aman Puri,900,pong,Apartment,3,1,2,904 ,Not Furnished,"Playground, Barbeque area, Parking, Swimming Pool, Security",Kuala Lumpur
7174,Majestic Maxim,1 500,Cheras,Service Residence,3,1,2,819 ,Not Furnished,"Swimming Pool, Jogging Track, Lift, Barbeque area, Parking, Security, Playground, Gymnasium",Kuala Lumpur
7176,Residensi Hijauan Lumayan,1 250,ungai Besi,Apartment,3,1,2,1035 ,Partially Furnished,"Parking, Lift, Swimming Pool, Gymnasium, Security, Playground, Multipurpose hall",Kuala Lumpur
7178,Bayu Tasik 2,1 600,Cheras,Condominium,3,1,2,960 ,Fully Furnished,"Gymnasium, Playground, Parking, Swimming Pool, Security, Lift, Multipurpose hall",Kuala Lumpur
7180,Suria @ North Kiara,1 500,mbut,Apartment,2,1,2,713 ,Partially Furnished,"Parking, Playground, Swimming Pool, Gymnasium, Security, Minimart, Lift",Kuala Lumpur
7181,M Centura,1 400,tul,Condominium,3,2,2,850 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7183,Amaya Maluri,1 700,Cheras,Service Residence,1,1,2,719 ,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Multipurpose hall, Playground, Minimart",Kuala Lumpur
7184,Villa Mewah,1 200,i Petaling,Apartment,3,1,2,797 ,Fully Furnished,"Parking, Security, Lift, Playground, Minimart",Kuala Lumpur
7185,Bayu Tasik 2,1 500,Cheras,Condominium,3,1,2,920 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Kuala Lumpur
7186,Ketumbar Hill,1 350,Cheras,Condominium,2,1,2,766 ,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Kuala Lumpur
